Entry Name,Level up Rate,Catch Rate,Gender Ratio,Exp yield,Base Happiness,Height,Weight,Cry ID,Unknown 1,Unknown 2,National Dex Index,Hoenn dex regional id,Name ID,Species Name ID,Unknown 3,Unknown 4,Unknown 5,Model ID,Types 1,Types 2,Abilities 1,Abilities 2,TM01 Tailwind,TM02 Fire Blast,TM03 U-Turn,TM04 Hurricane,TM05 Sludge Wave,TM06 Dazzling Gleam,TM07 Foul Play,TM08 Power-Up Punch,TM09 Thunder Wave,TM10 Ice Beam,TM11 Will-O-Wisp,TM12 Wild Charge,TM13 Trick Room,TM14 Scald,TM15 Flamethrower,TM16 Iron Head,TM17 Thunderbolt,TM18 Freeze Dry,TM19 Sludge Bomb,TM20 Energy Ball,TM21 Zen Headbutt,TM22 Discharge,TM23 Dragon Pulse,TM24 Superpower,TM25 Earthquake,TM26 Earth Power,TM27 Heat Wave,TM28 Blizzard,TM29 Sucker Punch,TM30 Gunk Shot,TM31 Psyshock,TM32 Shadow Ball,TM33 Rock Slide,TM34 Solarbeam,TM35 Focus Blast,TM36 X-Scissor,TM37 Thunder,TM38 Aerial Ace,TM39 Waterfall,TM40 Dragon Claw,TM41 Toxic,TM42 Flame Charge,TM43 Poison Jab,TM44 Knock Off,TM45 Reflect,TM46 Light Screen,TM47 Surf,TM48 Stone Edge,TM49 Psychic,TM50 Dark Pulse,HM01 Helping Hand,HM02 Substitute,HM03 Facade,HM04 Stomping Tantrum,HM05 Shadow Rush,HM06 Shadow Sky,HM07 Shadow Madness,HM08 Shadow Shake,TutorMove01 Draco Meteor,TutorMove02 Protect,TutorMove03 Wide Guard,TutorMove04 Encore,TutorMove05 Fire Punch,TutorMove06 Thunder Punch,TutorMove07 Ice Punch,TutorMove08 Icy Wind,TutorMove09 Snarl,TutorMove10 Taunt,TutorMove11 Rain Dance,TutorMove12 Sunny Day,Wild Items 1,Wild Items 2,Egg Moves 1,Egg Moves 2,Egg Moves 3,Egg Moves 4,Egg Moves 5,Egg Moves 6,Egg Moves 7,Egg Moves 8,Base Stats HP,Base Stats Attack,Base Stats Defense,Base Stats Sp.Atk,Base Stats Sp.Def,Base Stats Speed,EV Yields HP,EV Yields Attack,EV Yields Defense,EV Yields Sp.Atk,EV Yields Sp.Def,EV Yields Speed,Evolutions 1 Evolution Method,Evolutions 1 Evolution Condition,Evolutions 1 Evolved Form,Evolutions 2 Evolution Method,Evolutions 2 Evolution Condition,Evolutions 2 Evolved Form,Evolutions 3 Evolution Method,Evolutions 3 Evolution Condition,Evolutions 3 Evolved Form,Evolutions 4 Evolution Method,Evolutions 4 Evolution Condition,Evolutions 4 Evolved Form,Evolutions 5 Evolution Method,Evolutions 5 Evolution Condition,Evolutions 5 Evolved Form,Level Up Moves 1 Level,Level Up Moves 1 Move,Level Up Moves 2 Level,Level Up Moves 2 Move,Level Up Moves 3 Level,Level Up Moves 3 Move,Level Up Moves 4 Level,Level Up Moves 4 Move,Level Up Moves 5 Level,Level Up Moves 5 Move,Level Up Moves 6 Level,Level Up Moves 6 Move,Level Up Moves 7 Level,Level Up Moves 7 Move,Level Up Moves 8 Level,Level Up Moves 8 Move,Level Up Moves 9 Level,Level Up Moves 9 Move,Level Up Moves 10 Level,Level Up Moves 10 Move,Level Up Moves 11 Level,Level Up Moves 11 Move,Level Up Moves 12 Level,Level Up Moves 12 Move,Level Up Moves 13 Level,Level Up Moves 13 Move,Level Up Moves 14 Level,Level Up Moves 14 Move,Level Up Moves 15 Level,Level Up Moves 15 Move,Level Up Moves 16 Level,Level Up Moves 16 Move,Level Up Moves 17 Level,Level Up Moves 17 Move,Level Up Moves 18 Level,Level Up Moves 18 Move,Level Up Moves 19 Level,Level Up Moves 19 Move,Regular Sprites Pokedex Colour ID,Regular Sprites Face ID,Regular Sprites Purify Chamber Image ID,Shiny Sprites Pokedex Colour ID,Shiny Sprites Face ID,Shiny Sprites Purify Chamber Image ID
"Murkrow"  - 198,Very Fast (1),180,50% Male (127),107,35 (0x23),5,21,660 (0x294),198 (0xC6),1360 (0x550),198,343,"Murkrow" (0x4AE),"Darkness" (0x632),0 (0x0),204 (0xCC),590 (0x24E),pkx_yamikarasu.fsys (198),Dark (17),Flying (2),Tough Claws (88),None (0),true,false,true,true,true,false,true,false,true,false,true,false,true,false,false,true,false,false,true,false,true,false,false,true,false,false,true,false,true,true,true,true,false,false,false,true,false,true,false,false,true,false,true,true,true,true,false,false,true,true,true,true,true,false,true,true,true,false,false,true,false,true,false,false,false,false,true,true,true,true,Colbur Berry (165),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),70,120,65,100,65,95,0,0,0,0,0,1,Evolves in Generation 4 (XG) (17),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Featherdance (297),1,Pursuit (228),1,Shadow Sneak (41),1,Roost (117),22,Feint Attack (185),26,Acrobatics (178),30,Swords Dance (14),32,Steel Wing (211),35,U-Turn (287),38,Night Slash (168),40,Shadow Claw (139),42,Dark Pulse (66),45,Drill Peck (65),48,Aqua Tail (49),50,Foul Play (151),52,Iron Tail (231),55,Hurricane (239),60,Brave Bird (123),0,None (0),5 (0x5),face198.gtx Regular (198),poke_dance.fsys -> yamikarasu.atx (0x1EA43200),5 (0x5),face198.gtx Shiny (584),poke_dance.fsys -> yamikarasu_c.atx (0x1EA53200)
"Slowking"  - 199,Very Fast (1),70,50% Male (127),164,70 (0x46),20,795,661 (0x295),199 (0xC7),1360 (0x550),199,344,"Slowking" (0x4AF),"Royal" (0x607),0 (0x0),205 (0xCD),591 (0x24F),pkx_yadoking.fsys (199),Water (11),Psychc (14),Clear Body (29),Regenerator (84),false,true,true,false,false,false,false,true,true,true,false,false,true,true,true,true,false,false,false,false,true,false,false,false,false,false,false,true,false,false,true,true,false,false,false,false,false,false,true,false,true,false,false,true,true,true,true,false,true,true,true,true,true,false,true,true,true,false,false,true,true,false,false,false,false,true,false,true,true,true,Kasib Berry (155),Colbur Berry (165),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),110,65,80,110,125,30,0,0,0,0,3,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Water Gun (55),1,Yawn (281),1,Tackle (33),1,Confusion (93),12,Rain Dance (240),15,Powder Snow (181),18,Water Pulse (352),21,Psybeam (60),25,Cosmic Power (322),28,Mud Shot (341),31,Power Gem (285),34,Scald (17),37,Light Screen (113),40,Freeze Dry (198),45,Sludge Bomb (188),50,Ice Beam (58),55,Hydro Pump (56),60,Psycho Boost (354),0,None (0),10 (0xA),face199.gtx Regular (199),poke_dance.fsys -> yadoking.atx (0x1E9C3200),10 (0xA),face199.gtx Shiny (585),poke_dance.fsys -> yadoking_c.atx (0x1E9D3200)
"Misdreavus"  - 200,Very Fast (1),150,50% Male (127),147,35 (0x23),7,10,662 (0x296),200 (0xC8),1360 (0x550),200,345,"Misdreavus" (0x4B0),"Screech" (0x6E5),0 (0x0),206 (0xCE),592 (0x250),pkx_muma.fsys (200),Ghost (7),Ghost (7),Rattled (60),None (0),false,false,false,false,true,true,true,false,true,false,true,false,true,false,false,false,true,false,true,true,true,true,false,false,false,false,false,false,true,false,true,true,false,false,true,false,false,false,false,false,true,false,false,true,true,true,false,false,true,true,true,true,false,false,true,true,true,false,false,true,true,true,false,false,false,true,false,true,true,true,Kasib Berry (155),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),80,65,70,110,100,90,0,0,0,1,1,0,Evolves in Generation 4 (XG) (17),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Curse (174),1,Night Shade (101),1,Disable (50),1,Fairy Wind (176),25,Draining Kiss (167),28,Nasty Plot (140),32,Charge Beam (143),35,Pain Split (220),38,Destiny Bond (194),40,Hex (251),42,Power Gem (285),44,Dark Pulse (66),46,Shadow Ball (247),48,Psyshock (133),50,Flash Cannon (295),53,Thunderbolt (85),56,Moonblast (296),60,Psystrike (218),0,None (0),8 (0x8),face200.gtx Regular (200),poke_dance.fsys -> muma.atx (0x1D443200),8 (0x8),face200.gtx Shiny (586),poke_dance.fsys -> muma_c.atx (0x1D453200)
"Unown"  - 201,Very Fast (1),225,Genderless (255),61,70 (0x46),5,50,663 (0x297),201 (0xC9),1360 (0x550),201,346,"Unown" (0x4B1),"Symbol" (0x65A),0 (0x0),207 (0xCF),593 (0x251),PKX Pokemon Model (201),Psychc (14),Psychc (14),Levitate (26),None (0),false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,true,false,false,false,true,true,true,false,false,true,true,false,false,false,false,false,false,false,true,true,Thunderstone (96),Moon Stone (94),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),60,80,60,80,60,60,0,1,0,1,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Hidden Power (314),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),5 (0x5),Pokeface (201),poke_dance.fsys -> unknown_a.atx (0x1E4C3200),5 (0x5),Pokeface (587),poke_dance.fsys -> unknown_a_c.atx (0x1E4D3200)
"Wobbuffet"  - 202,Very Fast (1),45,50% Male (127),240,70 (0x46),13,285,664 (0x298),202 (0xCA),1360 (0x550),202,161,"Wobbuffet" (0x4B2),"Patient" (0x61D),0 (0x0),208 (0xD0),594 (0x252),pkx_sonans.fsys (202),Psychc (14),Psychc (14),Sturdy (5),Shadow Tag (23),false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,true,false,false,false,false,true,true,false,false,true,true,true,false,false,true,true,true,false,false,false,false,false,true,true,true,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),242,45,70,45,70,33,2,0,0,0,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Counter (68),1,Mirror Coat (243),1,Encore (227),1,Destiny Bond (194),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),2 (0x2),face202.gtx Regular (202),poke_dance.fsys -> sonans.atx (0x1E163200),2 (0x2),face202.gtx Shiny (588),poke_dance.fsys -> sonans_c.atx (0x1E173200)
"Girafarig"  - 203,Very Fast (1),150,50% Male (127),149,70 (0x46),15,415,665 (0x299),203 (0xCB),1360 (0x550),203,164,"Girafarig" (0x4B3),"Long Neck" (0x630),0 (0x0),209 (0xD1),595 (0x253),pkx_kirinriki.fsys (203),Normal (0),Psychc (14),Rattled (60),None (0),false,true,true,false,false,true,true,false,true,true,true,true,true,false,true,true,true,false,false,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false,false,false,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,false,false,true,false,true,true,true,Payapa Berry (162),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),80,80,65,110,90,90,0,0,0,2,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Charge Beam (143),1,Confusion (93),1,Nasty Plot (140),1,Mud Shot (341),22,Dragon Tail (46),26,Baby Doll Eyes (23),30,Heart Stamp (170),33,Stomping Tantrum (175),36,Extrasensory (326),40,Baton Pass (226),43,Aura Sphere (4),46,Earth Power (11),48,Psychic (94),50,Moonblast (296),52,High Horsepower (278),55,Psystrike (218),58,Recover (105),60,Iron Tail (231),0,None (0),3 (0x3),face203.gtx Regular (203),poke_dance.fsys -> kirinriki.atx (0x1CD53200),3 (0x3),face203.gtx Shiny (589),poke_dance.fsys -> kirinriki_c.atx (0x1CD63200)
"Pineco"  - 204,Very Fast (1),190,50% Male (127),60,70 (0x46),6,72,666 (0x29A),204 (0xCC),1360 (0x550),204,347,"Pineco" (0x4B4),"Bagworm" (0x6D3),0 (0x0),210 (0xD2),596 (0x254),pkx_kunugidama.fsys (204),Bug (6),Bug (6),Sturdy (5),None (0),false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,true,true,true,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),75,80,120,50,60,15,0,0,1,0,0,0,Level Up (4),31 (0x1F),Forretress (205),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Payback (107),1,Leech Life (81),1,Infestation (35),8,Iron Head (19),15,Body Slam (34),22,Facade (263),29,Bug Bite (40),39,Swords Dance (14),42,Spikes (191),46,Explosion (153),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),8 (0x8),face204.gtx Regular (204),poke_dance.fsys -> kunugidama.atx (0x1CE93200),8 (0x8),face204.gtx Shiny (590),poke_dance.fsys -> kunugidama_c.atx (0x1CEA3200)
"Forretress"  - 205,Very Fast (1),75,50% Male (127),180,70 (0x46),12,1258,667 (0x29B),205 (0xCD),1360 (0x550),205,348,"Forretress" (0x4B5),"Bagworm" (0x6D3),0 (0x0),211 (0xD3),597 (0x255),pkx_foretos.fsys (205),Bug (6),Steel (8),Shell Armour (75),None (0),false,false,true,false,true,false,false,false,true,false,false,false,false,false,false,true,false,false,true,false,true,false,false,true,true,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,true,false,true,true,true,true,false,true,false,false,true,true,true,false,true,true,false,true,false,true,true,false,false,false,false,false,false,true,true,true,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),90,100,150,65,75,40,0,0,2,0,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,U-Turn (287),1,Iron Defense (334),1,Headbutt (29),1,X-Scissor (36),67,Body Slam (34),69,Spikes (191),71,Seed Bomb (106),73,Bulldoze (222),75,Drill Run (312),76,Rock Slide (157),78,Leech Life (81),80,Iron Head (19),81,Zen Headbutt (5),82,First Impression (24),84,Meteor Mash (309),86,Earthquake (89),88,Stone Edge (39),90,Power Whip (313),0,None (0),7 (0x7),face205.gtx Regular (205),poke_dance.fsys -> foretos.atx (0x1C2F3200),7 (0x7),face205.gtx Shiny (591),poke_dance.fsys -> foretos_c.atx (0x1C303200)
"Dunsparce"  - 206,Very Fast (1),180,50% Male (127),160,70 (0x46),15,140,668 (0x29C),206 (0xCE),1360 (0x550),206,349,"Dunsparce" (0x4B6),"Land Snake" (0x66A),0 (0x0),212 (0xD4),598 (0x256),pkx_nokocchi.fsys (206),Normal (0),Normal (0),Sand Veil (8),None (0),true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,false,true,true,true,true,true,false,true,true,true,false,false,true,true,true,false,false,false,true,false,true,true,true,Haban Berry (164),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),145,95,75,65,65,55,1,0,0,0,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Coil (111),1,Infestation (35),1,Yawn (281),1,Rock Throw (88),22,Acrobatics (178),26,Bug Bite (40),30,Dragon Tail (46),34,Rock Tomb (317),36,U-Turn (287),38,Zen Headbutt (5),40,Iron Head (19),43,First Impression (24),46,Aqua Tail (49),48,Earthquake (89),50,Stone Edge (39),53,Iron Tail (231),56,Gunk Shot (148),60,Explosion (153),0,None (0),3 (0x3),face206.gtx Regular (206),poke_dance.fsys -> nokocchi.atx (0x1D623200),3 (0x3),face206.gtx Shiny (592),poke_dance.fsys -> nokocchi_c.atx (0x1D633200)
"Gligar"  - 207,Very Fast (1),160,50% Male (127),108,70 (0x46),11,648,669 (0x29D),207 (0xCF),1360 (0x550),207,350,"Gligar" (0x4B7),"Flyscorpion" (0x687),0 (0x0),213 (0xD5),599 (0x257),pkx_gliger.fsys (207),Ground (4),Flying (2),Tough Claws (88),None (0),true,false,true,true,true,false,true,false,true,false,false,false,false,false,false,true,false,false,true,false,true,false,false,false,true,false,false,false,false,true,false,false,true,false,false,true,false,true,false,false,true,false,true,true,true,true,false,true,false,false,true,true,true,false,true,true,false,true,false,true,true,true,false,false,false,false,false,true,true,true,Yache Berry (163),Passho Berry (159),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),80,115,115,40,80,85,0,0,1,0,0,0,Evolves in Generation 4 (XG) (17),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Bulldoze (222),1,Dragon Dance (125),1,Acrobatics (178),1,Roost (117),34,U-Turn (287),36,Steel Wing (211),38,Rock Slide (157),40,Cross Poison (342),42,Drill Run (312),44,X-Scissor (36),46,Dragon Claw (337),48,Poison Jab (15),50,Hammer Arm (118),52,Earthquake (89),56,Iron Tail (231),60,Stone Edge (39),63,Wood Hammer (150),65,Dragon Ascent (316),0,None (0),7 (0x7),face207.gtx Regular (207),poke_dance.fsys -> gliger.atx (0x1C493200),7 (0x7),face207.gtx Shiny (593),poke_dance.fsys -> gliger_c.atx (0x1C4A3200)
"Steelix"  - 208,Very Fast (1),25,50% Male (127),216,70 (0x46),92,4000,670 (0x29E),208 (0xD0),1357 (0x54D),208,351,"Steelix" (0x4B8),"Iron Snake" (0x672),0 (0x0),214 (0xD6),600 (0x258),pkx_haganeil.fsys (208),Steel (8),Ground (4),Sand Force (90),None (0),false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,true,false,true,true,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,true,true,true,false,true,false,false,true,true,true,true,true,true,false,true,false,true,true,false,false,false,false,false,false,true,true,true,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),85,95,210,55,75,30,0,0,3,0,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Ice Fang (282),1,Fire Fang (213),1,Rock Tomb (317),1,Dragon Tail (46),48,Brick Break (280),50,Rock Polish (159),52,Iron Head (19),54,Crunch (242),56,Drill Run (312),58,Rock Slide (157),60,Wild Charge (248),62,Aqua Tail (49),64,Earthquake (89),66,Stone Edge (39),68,Iron Tail (231),70,Double-Edge (38),75,Superpower (276),80,Head Smash (131),0,None (0),8 (0x8),face208.gtx Regular (208),poke_dance.fsys -> haganeil.atx (0x1C653200),8 (0x8),face208.gtx Shiny (594),poke_dance.fsys -> haganeil_c.atx (0x1C663200)
"Snubbull"  - 209,Very Fast (1),190,75% Female (191),63,70 (0x46),6,78,671 (0x29F),209 (0xD1),1358 (0x54E),209,352,"Snubbull" (0x4B9),"Fairy" (0x6E3),0 (0x0),215 (0xD7),601 (0x259),pkx_bulu.fsys (209),Fairy (9),Fairy (9),Rattled (60),None (0),false,false,false,false,false,true,false,true,true,false,false,true,false,false,false,true,true,false,false,false,false,false,false,true,true,false,false,false,true,false,false,true,true,false,true,false,true,false,false,false,true,false,true,false,false,false,false,true,false,false,true,true,true,false,true,true,false,true,false,true,false,false,true,true,true,false,true,true,true,true,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),95,100,65,50,60,30,0,1,0,0,0,0,Level Up (4),23 (0x17),Granbull (210),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Swords Dance (14),1,Poison Fang (305),1,Payback (107),1,Metal Claw (232),26,Bite (44),30,Heart Stamp (170),32,Ice Fang (282),34,Fire Fang (213),36,Shadow Claw (139),38,Stomping Tantrum (175),40,Crunch (242),42,Psychic Fangs (135),45,Hone Claws (12),47,Play Rough (70),50,Hammer Arm (118),53,Earthquake (89),56,Iron Tail (231),60,Close Combat (119),0,None (0),10 (0xA),face209.gtx Regular (209),poke_dance.fsys -> bulu.atx (0x1BCD3200),10 (0xA),face209.gtx Shiny (595),poke_dance.fsys -> bulu_c.atx (0x1BCE3200)
"Granbull"  - 210,Very Fast (1),150,75% Female (191),178,70 (0x46),14,487,672 (0x2A0),210 (0xD2),1360 (0x550),210,353,"Granbull" (0x4BA),"Fairy" (0x6E3),0 (0x0),216 (0xD8),602 (0x25A),pkx_granbulu.fsys (210),Fairy (9),Fairy (9),Intimidate (22),Fur Coat (94),false,true,false,false,false,true,true,true,true,true,false,true,false,false,true,true,true,false,false,false,true,false,false,true,true,false,false,true,true,true,false,true,true,false,true,false,true,false,false,false,true,true,true,true,true,true,false,true,false,false,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true,true,true,Roseli Berry (157),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),120,120,85,60,75,45,0,3,0,0,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Swords Dance (14),1,Poison Jab (15),1,Payback (107),1,Metal Claw (232),26,Bite (44),30,Heart Stamp (170),32,Ice Fang (282),34,Fire Fang (213),36,Shadow Claw (139),38,Stomping Tantrum (175),40,Crunch (242),42,Psychic Fangs (135),45,Hone Claws (12),47,Play Rough (70),50,Hammer Arm (118),53,Earthquake (89),56,Iron Tail (231),60,Close Combat (119),0,None (0),7 (0x7),face210.gtx Regular (210),poke_dance.fsys -> granbulu.atx (0x1C5B3200),7 (0x7),face210.gtx Shiny (596),poke_dance.fsys -> granbulu_c.atx (0x1C5C3200)
"Qwilfish"  - 211,Very Fast (1),160,50% Male (127),100,70 (0x46),5,39,673 (0x2A1),211 (0xD3),1360 (0x550),211,354,"Qwilfish" (0x4BB),"Balloon" (0x6B4),0 (0x0),217 (0xD9),603 (0x25B),pkx_harysen.fsys (211),Water (11),Poison (3),Poison Touch (40),Intimidate (22),false,false,true,false,true,false,true,false,true,true,false,false,false,true,false,true,false,false,true,false,true,false,false,false,false,false,false,true,true,true,false,true,true,false,false,false,false,false,true,false,true,false,true,true,true,true,true,true,false,false,true,true,true,false,true,true,false,false,false,true,true,true,false,false,false,true,false,true,true,false,Passho Berry (159),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),90,115,105,55,65,85,0,1,0,0,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Shadow Sneak (41),1,Aqua Jet (37),1,Payback (107),1,Iron Defense (334),26,Toxic (92),30,Razor Shell (179),32,Spiky Shield (275),34,Lunge (145),36,Drill Run (312),40,Poison Jab (15),43,Iron Head (19),46,Liquidation (230),48,Dragon Hammer (90),50,Play Rough (70),52,Aqua Tail (49),55,Stone Edge (39),58,Iron Tail (231),60,Gunk Shot (148),0,None (0),8 (0x8),face211.gtx Regular (211),poke_dance.fsys -> harysen.atx (0x186F3200),8 (0x8),face211.gtx Shiny (597),poke_dance.fsys -> harysen_c.atx (0x1C6F3200)
"Scizor"  - 212,Very Fast (1),25,50% Male (127),200,70 (0x46),18,1180,674 (0x2A2),212 (0xD4),1360 (0x550),212,355,"Scizor" (0x4BC),"Pincer" (0x6A5),0 (0x0),218 (0xDA),604 (0x25C),pkx_hassam.fsys (212),Bug (6),Steel (8),Gale Wings (67),Technician (66),false,false,true,false,false,false,false,true,true,false,false,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,true,false,false,true,false,true,false,false,true,false,true,true,true,true,false,true,false,false,true,true,true,true,true,true,false,false,false,true,true,false,false,false,false,false,false,true,true,true,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),80,135,115,65,85,70,0,2,0,0,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Peck (64),1,Featherdance (297),1,Metal Claw (232),1,Fury Cutter (210),20,Feint Attack (185),22,Aerial Ace (332),25,Steel Wing (211),28,U-Turn (287),31,Poison Jab (15),34,Drill Peck (65),37,Swords Dance (14),40,Lunge (145),43,Sky Uppercut (327),46,Meteor Mash (309),50,Stone Edge (39),53,Superpower (276),56,Brave Bird (123),60,Power Whip (313),1,Bullet Punch (1),1 (0x1),face212.gtx Regular (212),poke_dance.fsys -> hassam.atx (0x1C703200),1 (0x1),face212.gtx Shiny (598),poke_dance.fsys -> hassam_c.atx (0x1C713200)
"Shuckle"  - 213,Very Fast (1),190,50% Male (127),235,70 (0x46),6,205,675 (0x2A3),213 (0xD5),1360 (0x550),213,356,"Shuckle" (0x4BD),"Mold" (0x6A6),0 (0x0),219 (0xDB),605 (0x25D),pkx_tsubotsubo.fsys (213),Bug (6),Rock (5),Sand Veil (8),None (0),false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,true,false,true,true,true,true,false,true,false,false,true,true,false,false,true,true,false,false,false,true,true,true,false,false,false,false,false,true,true,true,Charti Berry (153),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),31,10,242,10,242,5,0,0,1,0,1,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Curse (174),1,Shell Smash (112),1,Stomping Tantrum (175),1,Leech Life (81),28,Sandstorm (201),32,Iron Head (19),35,Rest (156),38,Icicle Crash (99),40,Liquidation (230),42,Wild Charge (248),44,Earth Power (11),46,Meteor Mash (309),50,Foul Play (151),52,Hammer Arm (118),55,Earthquake (89),58,Stone Edge (39),60,Wood Hammer (150),65,Head Smash (131),0,None (0),3 (0x3),face213.gtx Regular (213),poke_dance.fsys -> tsubotsubo.atx (0x1E443200),3 (0x3),face213.gtx Shiny (599),poke_dance.fsys -> tsubotsubo_c.atx (0x1E453200)
