Entry Name,Species,Level,Happiness,Item,Unknown Flag 1,Unknown Flag 2,Unknown Flag 3,Unknown Flag 4,Unknown Flag 5,Unknown Flag 6,Unknown Flag 7,Unknown Flag 8,Unknown,IVs HP,IVs Attack,IVs Defense,IVs Sp.Atk,IVs Sp.Def,IVs Speed,EVs HP,EVs Attack,EVs Defense,EVs Sp.Atk,EVs Sp.Def,EVs Speed,Moves 1,Moves 2,Moves 3,Moves 4,Shininess,Use species second ability,Gender,Nature,Unknown 2
Shuckle - 225,Shuckle (213),23,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Curse (174),Shell Smash (112),Stomping Tantrum (175),Leech Life (81),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Sudowoodo - 226,Sudowoodo (185),24,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Rock Throw (88),Bulldoze (222),Sandstorm (201),Razor Leaf (75),Never (0x0),TRUE,Female (1),Hardy (0),0 (0x0)
Flareon - 227,Flareon (136),64,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Sunny Day (241),Earthquake (89),Iron Tail (231),Flare Blitz (25),Never (0x0),FALSE,Female (1),Hardy (0),0 (0x0)
Swinub - 228,Swinub (220),8,0,Big Mushroom (104),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Tackle (33),Mud-Slap (189),Ice Shard (96),Hail (258),Never (0x0),FALSE,Male (0),Hardy (0),128 (0x80)
Larvitar - 229,Larvitar (246),24,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Bite (44),Dragon Dance (125),Rock Tomb (317),Rock Blast (350),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Poliwhirl - 230,Poliwhirl (61),25,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Recover (105),Force Palm (158),Water Pulse (352),Body Slam (34),Never (0x0),FALSE,Female (1),Hardy (0),0 (0x0)
Marshtomp - 231,Marshtomp (284),24,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Arm Thrust (292),Bulldoze (222),Yawn (281),Ice Shard (96),Never (0x0),TRUE,Male (0),Hardy (0),0 (0x0)
Magmar - 232,Magmar (126),60,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Flamethrower (53),Earth Power (11),Flash Cannon (295),Energy Ball (91),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Breloom - 233,Breloom (307),24,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Needle Arm (302),Force Palm (158),Leech Seed (73),Counter (68),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Hitmonlee - 234,Hitmonlee (106),25,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Counter (68),Low Kick (67),Feint (338),Bulk Up (339),Never (0x0),TRUE,Male (0),Hardy (0),0 (0x0)
Machamp - 235,Machamp (68),64,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Iron Head (19),Hammer Arm (118),Wood Hammer (150),Stone Edge (39),Never (0x0),TRUE,Male (0),Hardy (0),0 (0x0)
Cacturne - 236,Cacturne (345),30,0,Protein (64),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Spiky Shield (275),Bulldoze (222),Needle Arm (302),Rock Tomb (317),Never (0x0),FALSE,Male (0),Hardy (0),128 (0x80)
Ninetales - 237,Ninetales (38),25,0,Shuca Berry (152),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Mega Drain (72),Snarl (6),Ember (52),Mud Shot (341),Never (0x0),FALSE,Female (1),Calm (20),0 (0x0)
Charmeleon - 238,Charmeleon (5),24,0,Sitrus Berry (142),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Fire Spin (83),Gust (16),Featherdance (297),Sunny Day (241),Never (0x0),TRUE,Male (0),Modest (15),0 (0x0)
Zubat - 239,Zubat (41),8,0,Big Mushroom (104),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Peck (64),Shadow Sneak (41),Confuse Ray (109),Poison Fang (305),Never (0x0),FALSE,Male (0),Hardy (0),128 (0x80)
Chinchou - 240,Chinchou (170),25,0,Rindo Berry (160),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Shock Wave (351),Thunder Wave (86),Water Pulse (352),Heal Bell (215),Never (0x0),TRUE,Female (1),Calm (20),0 (0x0)
Ninjask - 241,Ninjask (302),26,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Aerial Ace (332),U-Turn (287),Slash (163),Feint Attack (185),Never (0x0),TRUE,Male (0),Hardy (0),0 (0x0)
Kakuna - 242,Kakuna (14),9,0,Big Mushroom (104),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Bullet Seed (331),Iron Defense (334),Hone Claws (12),Infestation (35),Never (0x0),FALSE,Male (0),Hardy (0),128 (0x80)
Parasect - 243,Parasect (47),64,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Night Slash (168),Leaf Blade (348),First Impression (24),Hammer Arm (118),Never (0x0),TRUE,Male (0),Hardy (0),0 (0x0)
Golbat - 244,Golbat (42),25,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Hone Claws (12),Aerial Ace (332),Razor Leaf (75),Crunch (242),Never (0x0),TRUE,Male (0),Hardy (0),0 (0x0)
Wartortle - 245,Wartortle (8),26,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Icy Wind (196),Shell Smash (112),Snarl (6),Water Pulse (352),Never (0x0),TRUE,Male (0),Hardy (0),0 (0x0)
Metapod - 246,Metapod (11),9,0,Big Mushroom (104),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Mega Drain (72),Iron Defense (334),Quiver Dance (43),Silver Wind (318),Never (0x0),FALSE,Female (1),Hardy (0),128 (0x80)
Quagsire - 247,Quagsire (195),26,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Mud Shot (341),Water Gun (55),Rain Dance (240),Protect (155),Never (0x0),FALSE,Female (1),Hardy (0),0 (0x0)
Nidorina - 248,Nidorina (30),26,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Thunder Punch (9),Bulldoze (222),Force Palm (158),Heart Stamp (170),Never (0x0),TRUE,Female (1),Hardy (0),0 (0x0)
Clefairy - 249,Clefairy (35),25,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Sing (47),Psybeam (60),Draining Kiss (167),Shock Wave (351),Never (0x0),TRUE,Female (1),Hardy (0),0 (0x0)
Vaporeon - 250,Vaporeon (134),24,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Powder Snow (181),Rain Dance (240),Rest (156),Icicle Spear (333),Never (0x0),FALSE,Female (1),Hardy (0),0 (0x0)
Noctowl - 251,Noctowl (164),26,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Hypnosis (95),Icy Wind (196),Confusion (93),Fairy Wind (176),Never (0x0),TRUE,Male (0),Hardy (0),0 (0x0)
Jigglypuff - 252,Jigglypuff (39),26,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Confusion (93),Cosmic Power (322),Charge Beam (143),Disarming Voice (146),Never (0x0),TRUE,Female (1),Hardy (0),0 (0x0)
Marill - 253,Marill (183),26,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Sing (47),Feint Attack (185),Perish Song (195),Ice Shard (96),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Swinub - 254,Swinub (220),27,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,252,Avalanche (205),Headbutt (29),Swords Dance (14),Stomping Tantrum (175),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Sneasel - 255,Sneasel (215),26,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Hone Claws (12),Ice Punch (8),Slash (163),Knock Off (48),Never (0x0),FALSE,Female (1),Hardy (0),0 (0x0)
Umbreon - 256,Umbreon (197),26,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Quick Attack (98),Acrobatics (178),Baton Pass (226),Payback (107),Never (0x0),TRUE,Female (1),Hardy (0),0 (0x0)
Sceptile - 257,Sceptile (279),60,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Leaf Blade (348),Cross Poison (342),Cross Chop (238),Dragon Hammer (90),Never (0x0),TRUE,Male (0),Hardy (0),0 (0x0)
Weepinbell - 258,Weepinbell (70),26,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Razor Leaf (75),Sludge (124),Leech Seed (73),Sleep Powder (79),Never (0x0),TRUE,Male (0),Hardy (0),0 (0x0)
Koffing - 259,Koffing (109),27,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Sludge (124),Toxic (92),Will-O-Wisp (261),Confusion (93),Never (0x0),FALSE,Female (1),Hardy (0),0 (0x0)
Dustox - 260,Dustox (294),27,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Moonlight (236),Silver Wind (318),Gust (16),Quiver Dance (43),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Raticate - 261,Raticate (20),27,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Poison Fang (305),Metal Claw (232),Double Team (104),Baton Pass (226),Never (0x0),TRUE,Male (0),Hardy (0),0 (0x0)
Farfetch'd - 262,Farfetch'd (83),27,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Fury Cutter (210),Rock Tomb (317),Knock Off (48),Aerial Ace (332),Never (0x0),TRUE,Male (0),Hardy (0),0 (0x0)
Pinsir - 263,Pinsir (127),60,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Leech Life (81),Foul Play (151),First Impression (24),Stone Edge (39),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Cloyster - 264,Cloyster (91),60,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Blizzard (59),Psychic (94),Thunderbolt (85),Moonblast (296),Never (0x0),FALSE,Female (1),Hardy (0),0 (0x0)
Blissey - 265,Blissey (242),60,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Protect (155),Seismic Toss (69),Toxic (92),Wish (273),Never (0x0),FALSE,Female (1),Hardy (0),0 (0x0)
Noctowl - 266,Noctowl (164),27,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Hypnosis (95),Icy Wind (196),Confusion (93),Fairy Wind (176),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Teddiursa - 267,Teddiursa (216),27,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Bite (44),Fake Out (252),Baby Doll Eyes (23),Metal Claw (232),Never (0x0),FALSE,Female (1),Hardy (0),0 (0x0)
Sandslash - 268,Sandslash (28),28,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Metal Claw (232),Hone Claws (12),Bulldoze (222),Rock Throw (88),Never (0x0),TRUE,Male (0),Hardy (0),0 (0x0)
Bagon - 269,Bagon (395),27,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,252,Fire Fang (213),Dragon Dance (125),Bite (44),Aerial Ace (332),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Swellow - 270,Swellow (305),28,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Aerial Ace (332),Metal Claw (232),Crush Claw (306),Roost (117),Never (0x0),FALSE,Female (1),Hardy (0),0 (0x0)
Charmeleon - 271,Charmeleon (5),27,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Flamethrower (53),Gust (16),Featherdance (297),Sunny Day (241),Never (0x0),TRUE,Female (1),Hardy (0),0 (0x0)
Geodude - 272,Geodude (74),10,0,Shady Ball (5),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Tackle (33),Mud-Slap (189),Rock Polish (159),Rock Throw (88),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Togetic - 273,Togetic (176),28,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Dragonbreath (225),Ancientpower (246),Draining Kiss (167),Wish (273),Never (0x0),TRUE,Female (1),Hardy (0),0 (0x0)
Girafarig - 274,Girafarig (203),28,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Dragon Tail (46),Baby Doll Eyes (23),Nasty Plot (140),Mud Shot (341),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Diglett - 275,Diglett (50),12,70,Carbos (66),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Feint Attack (185),Sand-Attack (28),Sand Tomb (328),Rock Throw (88),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Masquerain - 276,Masquerain (312),27,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Roost (117),Silver Wind (318),Rain Dance (240),Water Pulse (352),Never (0x0),TRUE,Male (0),Hardy (0),0 (0x0)
Murkrow - 277,Murkrow (198),28,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Feint Attack (185),Acrobatics (178),Shadow Sneak (41),Roost (117),Never (0x0),FALSE,Female (1),Hardy (0),0 (0x0)
Whismur - 278,Whismur (370),5,128,Tinymushroom (103),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Fake Out (252),Screech (103),Cosmic Power (322),Disarming Voice (146),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Exeggutor - 279,Exeggutor (103),27,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Sunny Day (241),Confusion (93),Hypnosis (95),Mega Drain (72),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Parasect - 280,Parasect (47),28,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Bug Bite (40),Needle Arm (302),Hone Claws (12),Spore (147),Never (0x0),FALSE,Female (1),Hardy (0),0 (0x0)
Flygon - 281,Flygon (334),70,0,Earth Plate (203),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,252,0,0,0,252,Earthquake (89),Fire Fang (213),Dragon Claw (337),Roost (117),Never (0x0),FALSE,Male (0),Adamant (3),128 (0x80)
Onix - 282,Onix (95),28,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Bulldoze (222),Rock Tomb (317),Rock Blast (350),Rock Polish (159),Never (0x0),FALSE,Male (0),Hardy (0),40 (0x28)
Xatu - 283,Xatu (178),27,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Roost (117),Acrobatics (178),Confusion (93),Icy Wind (196),Never (0x0),FALSE,Female (1),Hardy (0),80 (0x50)
Starmie - 284,Starmie (121),28,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Recover (105),Water Pulse (352),Rain Dance (240),Ancientpower (246),Never (0x0),FALSE,Genderless (2),Hardy (0),0 (0x0)
Nincada - 285,Nincada (301),17,0,Zinc (70),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Protect (155),Mud Shot (341),Fury Cutter (210),Absorb (71),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Dratini - 286,Dratini (147),28,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Dragon Dance (125),Flame Charge (77),Dragon Tail (46),Aerial Ace (332),Never (0x0),FALSE,Female (1),Hardy (0),0 (0x0)
Vibrava - 287,Vibrava (333),29,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Aerial Ace (332),Bulldoze (222),Slash (163),Roost (117),Never (0x0),TRUE,Female (1),Hardy (0),0 (0x0)
Whiscash - 288,Whiscash (324),28,0,HP Up (63),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Water Pulse (352),Mud Shot (341),Wish (273),Ancientpower (246),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Nuzleaf - 289,Nuzleaf (299),29,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Razor Leaf (75),Sunny Day (241),Feint Attack (185),Payback (107),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Ivysaur - 290,Ivysaur (2),29,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Razor Leaf (75),Sleep Powder (79),Sludge (124),Sunny Day (241),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Houndoom - 291,Houndoom (229),21,0,Calcium (67),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Snarl (6),Taunt (269),Mud Shot (341),Fire Fang (213),Never (0x0),FALSE,Male (0),Hardy (0),128 (0x80)
Dugtrio - 292,Dugtrio (51),30,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Wide Guard (266),Iron Defense (334),Spikes (191),Revenge (279),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Fearow - 293,Fearow (22),29,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Rock Throw (88),Metal Claw (232),Aerial Ace (332),Featherdance (297),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Crobat - 294,Crobat (169),30,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Bug Bite (40),Cross Poison (342),Razor Leaf (75),Crunch (242),Never (0x0),TRUE,Female (1),Hardy (0),0 (0x0)
Cleffa - 295,Cleffa (173),32,0,Star Piece (109),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Sing (47),Psybeam (60),Shock Wave (351),Draining Kiss (167),Never (0x0),FALSE,Female (1),Calm (20),0 (0x0)
Piloswine - 296,Piloswine (221),33,0,Passho Berry (159),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Avalanche (205),Iron Head (19),Body Slam (34),Stomping Tantrum (175),Never (0x0),TRUE,Male (0),Adamant (3),32 (0x20)
Slowking - 297,Slowking (199),32,0,Colbur Berry (165),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Cosmic Power (322),Mud Shot (341),Power Gem (285),Psybeam (60),Never (0x0),FALSE,Male (0),Modest (15),64 (0x40)
Kabuto - 298,Kabuto (140),23,0,Protein (64),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3 (0x3),0,0,0,0,0,0,0,0,0,0,0,0,Metal Claw (232),Hone Claws (12),Aqua Jet (37),Rock Throw (88),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Sealeo - 299,Sealeo (342),33,0,Wacan Berry (161),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Hail (258),Aurora Veil (32),Water Pulse (352),Aurora Beam (62),Never (0x0),FALSE,Male (0),Calm (20),0 (0x0)
Hitmonchan - 300,Hitmonchan (107),67,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Double-Edge (38),Bulk Up (339),Meteor Mash (309),Close Combat (119),Never (0x0),FALSE,Male (0),Brave (2),0 (0x0)
Pidgeotto - 301,Pidgeotto (17),30,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Aura Sphere (4),Aerial Ace (332),Slash (163),Steel Wing (211),Never (0x0),TRUE,Female (1),Hardy (0),0 (0x0)
Lanturn - 302,Lanturn (171),29,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Pain Split (220),Aurora Beam (62),Bubblebeam (61),Shock Wave (351),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Beautifly - 303,Beautifly (292),30,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Morning Sun (234),Giga Drain (202),Acrobatics (178),Stun Spore (78),Never (0x0),FALSE,Female (1),Hardy (0),0 (0x0)
Dragonair - 304,Dragonair (148),30,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Dragon Dance (125),Flame Charge (77),Dragon Tail (46),Aerial Ace (332),Never (0x0),TRUE,Male (0),Hardy (0),0 (0x0)
Arcanine - 305,Arcanine (59),30,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Ice Fang (282),Sunny Day (241),Fire Fang (213),Morning Sun (234),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Quilava - 306,Quilava (156),30,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Mud Shot (341),Toxic (92),Dragonbreath (225),Flame Wheel (172),Never (0x0),TRUE,Female (1),Hardy (0),0 (0x0)
Venusaur - 307,Venusaur (3),30,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Cotton Guard (160),Mega Drain (72),Leech Seed (73),None (0),Never (0x0),TRUE,Male (0),Hardy (0),0 (0x0)
Butterfree - 308,Butterfree (12),30,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Psybeam (60),Signal Beam (324),Air Slash (154),Giga Drain (202),Never (0x0),TRUE,Female (1),Hardy (0),0 (0x0)
