Entry Name,Species,Level,Happiness,Item,AI Role,Is Key Strategic Pokemon,IVs HP,IVs Attack,IVs Defense,IVs Sp.Atk,IVs Sp.Def,IVs Speed,EVs HP,EVs Attack,EVs Defense,EVs Sp.Atk,EVs Sp.Def,EVs Speed,Moves 1,Moves 2,Moves 3,Moves 4,Shininess,Use species second ability,Gender,Nature,Can Fill Combo A Role 1,Can Fill Combo A Role 2,Can Fill Combo B Role 1,Can Fill Combo B Role 2
Primeape - 99,Primeape (57),52,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Stomping Tantrum (175),Ice Punch (8),Headbutt (29),Drain Punch (22),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Poliwrath - 100,Poliwrath (62),52,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Bulk Up (339),Liquidation (230),Waterfall (127),Zen Headbutt (5),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Machamp - 101,Machamp (68),52,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Iron Head (19),Drain Punch (22),Body Slam (34),Drill Run (312),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Dunsparce - 102,Dunsparce (206),52,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Aqua Tail (49),Earthquake (89),Stone Edge (39),First Impression (24),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Aggron - 103,Aggron (384),52,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Night Slash (168),Stomping Tantrum (175),Brick Break (280),Iron Head (19),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Shiftry - 104,Shiftry (300),52,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Leech Life (81),Swagger (207),Leaf Blade (348),Night Slash (168),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Mankey - 105,Mankey (56),27,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Low Sweep (27),Mach Punch (183),Fire Punch (7),Fake Out (252),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Nidoqueen - 106,Nidoqueen (31),53,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Zen Headbutt (5),Liquidation (230),Blaze Kick (299),Play Rough (70),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Ledian - 107,Ledian (166),53,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Air Slash (154),Poison Jab (15),Bug Buzz (30),Moonblast (296),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Corsola - 108,Corsola (222),53,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Ice Beam (58),Surf (57),Earthquake (89),Stone Edge (39),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Wobbuffet - 109,Wobbuffet (202),53,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Counter (68),Mirror Coat (243),Encore (227),Destiny Bond (194),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Relicanth - 110,Relicanth (381),53,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Icicle Crash (99),Aqua Tail (49),Stone Edge (39),Liquidation (230),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Mightyena - 111,Mightyena (287),53,0,None (0),サポーター  (3),0,0,0,0,0,0,0,0,0,0,0,0,0,Flare Blitz (25),Giga Impact (320),Crunch (242),Wild Charge (248),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Slaking - 112,Slaking (366),55,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Facade (263),Giga Impact (320),Sucker Punch (21),Brick Break (280),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Exploud - 113,Exploud (372),55,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Thunderbolt (85),Hyper Voice (304),Ice Beam (58),Flamethrower (53),Never (0x0),TRUE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Zangoose - 114,Zangoose (380),55,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Night Slash (168),Aerial Ace (332),Play Rough (70),Crush Claw (306),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Blissey - 115,Blissey (242),55,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Thunder Wave (86),Moonblast (296),Thunderbolt (85),Ice Beam (58),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Kangaskhan - 116,Kangaskhan (115),55,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Drain Punch (22),Dragon Tail (46),Needle Arm (302),Bulldoze (222),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Marowak - 117,Marowak (105),60,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Earthquake (89),Head Smash (131),Stone Edge (39),Ice Hammer (249),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Porygon2 - 118,Porygon2 (233),60,0,None (0),強化  (16),0,0,0,0,0,0,0,0,0,0,0,0,0,Psyshock (133),Flash Cannon (295),Discharge (134),Shadow Bone (18),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Dewgong - 119,Dewgong (87),61,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Waterfall (127),Freeze Dry (198),Drill Run (312),Zen Headbutt (5),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Aerodactyl - 120,Aerodactyl (142),61,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Bone Club (10),Iron Head (19),Hone Claws (12),Crunch (242),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Heracross - 121,Heracross (214),61,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Night Slash (168),Lunge (145),Rock Slide (157),Seed Bomb (106),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Slowpoke - 122,Slowpoke (79),26,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Cosmic Power (322),Powder Snow (181),Water Pulse (352),Psybeam (60),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Alakazam - 123,Alakazam (65),62,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Psystrike (218),Calm Mind (129),Light Screen (113),Thunderbolt (85),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Mr. Mime - 124,Mr. Mime (122),62,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Heart Stamp (170),Force Palm (158),Shadow Punch (325),Nasty Plot (140),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Venomoth - 125,Venomoth (49),62,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Extrasensory (326),Shadow Ball (247),Signal Beam (324),Sludge Bomb (188),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Delcatty - 126,Delcatty (316),63,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Psystrike (218),Doom Desire (353),Hyper Beam (63),Boomburst (253),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Grumpig - 127,Grumpig (352),63,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Psystrike (218),Psycho Boost (354),Sludge Bomb (188),Earth Power (11),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Ludicolo - 128,Ludicolo (297),64,0,None (0),サポーター  (3),0,0,0,0,0,0,0,0,0,0,0,0,0,Solarbeam (76),Hydro Pump (56),First Impression (24),Surf (57),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Gengar - 129,Gengar (94),64,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Fire Blast (126),Zap Cannon (192),Dragon Pulse (110),Sludge Wave (308),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Machamp - 130,Machamp (68),64,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Meteor Mash (309),Superpower (276),Close Combat (119),Stone Edge (39),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Piloswine - 131,Piloswine (221),64,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Giga Impact (320),Explosion (153),Earthquake (89),Ice Hammer (249),Never (0x0),TRUE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Magneton - 132,Magneton (82),65,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Tri Attack (161),Discharge (134),Flash Cannon (295),Metal Sound (319),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Steelix - 133,Steelix (208),65,0,None (0),注目  (15),0,0,0,0,0,0,0,0,0,0,0,0,0,Ice Fang (282),Fire Fang (213),Rock Tomb (317),Dragon Tail (46),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Skarmory - 134,Skarmory (227),65,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,U-Turn (287),Night Slash (168),Metal Sound (319),Steel Wing (211),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Lanturn - 135,Lanturn (171),66,0,None (0),状態変化優先  (73),0,0,0,0,0,0,0,0,0,0,0,0,0,Volt Switch (289),Scald (17),Bubblebeam (61),Rain Dance (240),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Salamence - 136,Salamence (397),66,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Dragon Ascent (316),Flare Blitz (25),Zen Headbutt (5),Outrage (200),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Lapras - 137,Lapras (131),67,0,None (0),スペシャリスト  (4),0,0,0,0,0,0,0,0,0,0,0,0,0,Ice Beam (58),Hail (258),Liquidation (230),Iron Head (19),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Ninjask - 138,Ninjask (302),67,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Brave Bird (123),Wood Hammer (150),Leaf Blade (348),Meteor Mash (309),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Swalot - 139,Swalot (368),67,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Wood Hammer (150),Gunk Shot (148),Toxic (92),Earthquake (89),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Ninjask - 140,Ninjask (302),27,0,None (0),強化  (16),0,0,0,0,0,0,0,0,0,0,0,0,0,Aerial Ace (332),U-Turn (287),Slash (163),Feint Attack (185),Never (0x0),TRUE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Cloyster - 141,Cloyster (91),68,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Blizzard (59),Zap Cannon (192),Thunderbolt (85),Moonblast (296),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Beautifly - 142,Beautifly (292),68,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Hurricane (239),Leaf Storm (121),Energy Ball (91),Moonblast (296),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Claydol - 143,Claydol (319),68,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Psycho Boost (354),Explosion (153),Psystrike (218),Earthquake (89),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Swellow - 144,Swellow (305),69,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Extremespeed (245),Swords Dance (14),X-Scissor (36),Dragon Claw (337),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Pelipper - 145,Pelipper (310),69,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Featherdance (297),Protect (155),Air Slash (154),Scald (17),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Altaria - 146,Altaria (359),69,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Body Slam (34),Dragon Claw (337),Roost (117),Dragon Dance (349),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Tropius - 147,Tropius (369),69,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Air Slash (154),Featherdance (297),Dragon Hammer (90),Bug Buzz (30),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Tyranitar - 148,Tyranitar (248),70,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Outrage (200),Head Smash (131),Iron Tail (231),Hammer Arm (118),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Clefable - 149,Clefable (36),70,0,None (0),状態変化優先  (73),0,0,0,0,0,0,0,0,0,0,0,0,0,Energy Ball (91),Thunderbolt (85),Moonblast (296),Moonlight (236),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Camerupt - 150,Camerupt (340),70,0,None (0),状態変化優先  (73),0,0,0,0,0,0,0,0,0,0,0,0,0,Dark Pulse (66),Iron Head (19),Shadow Ball (247),Flamethrower (53),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Azumarill - 151,Azumarill (184),71,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Ice Hammer (249),Iron Tail (231),Foul Play (151),Hammer Arm (118),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Lickitung - 152,Lickitung (108),71,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Foul Play (151),Play Rough (70),Iron Head (19),Hyper Voice (304),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Magcargo - 153,Magcargo (219),71,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Nasty Plot (140),Eruption (284),Earth Power (11),Overheat (315),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Hitmontop - 154,Hitmontop (237),31,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Wide Guard (266),Low Sweep (27),Mach Punch (183),Bulk Up (339),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Arcanine - 155,Arcanine (59),72,0,None (0),はらだいこ  (70),0,0,0,0,0,0,0,0,0,0,0,0,0,Wild Charge (248),Iron Tail (231),Crunch (242),Psychic Fangs (135),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Rapidash - 156,Rapidash (78),72,0,None (0),注目  (15),0,0,0,0,0,0,0,0,0,0,0,0,0,High Horsepower (278),Flare Blitz (25),Double-Edge (38),Hi Jump Kick (136),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Magmar - 157,Magmar (126),72,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Sunny Day (241),Power Gem (285),Flash Cannon (295),Energy Ball (91),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Electabuzz - 158,Electabuzz (125),34,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Spark (209),Needle Arm (302),Heart Stamp (170),Force Palm (158),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Castform - 159,Castform (385),73,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Hydro Pump (56),Blizzard (59),Fire Blast (126),Flamethrower (53),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Slowbro - 160,Slowbro (80),73,0,None (0),状態変化優先  (73),0,0,0,0,0,0,0,0,0,0,0,0,0,Hydro Pump (56),Psycho Boost (354),Sludge Bomb (188),Ice Beam (58),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Farfetch'd - 161,Farfetch'd (83),73,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Close Combat (119),Giga Impact (320),Stone Edge (39),Brave Bird (123),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Pinsir - 162,Pinsir (127),28,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Needle Arm (302),Bug Bite (40),Swords Dance (14),Bite (44),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Noctowl - 163,Noctowl (164),74,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Hurricane (239),Boomburst (253),Moonblast (296),Blizzard (59),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Granbull - 164,Granbull (210),74,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Iron Tail (231),Close Combat (119),Hammer Arm (118),Earthquake (89),Never (0x0),TRUE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Flygon - 165,Flygon (334),74,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Brave Bird (123),Outrage (200),Crunch (242),Earthquake (89),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Kingler - 166,Kingler (99),74,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Stone Edge (39),Crabhammer (152),Meteor Mash (309),Ice Hammer (249),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Exeggutor - 167,Exeggutor (103),74,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Leaf Storm (121),Psycho Boost (354),Calm Mind (129),Sludge Bomb (188),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Dewgong - 168,Dewgong (87),75,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Waterfall (127),Freeze Dry (198),Drill Run (312),Zen Headbutt (5),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Piloswine - 169,Piloswine (221),75,0,None (0),状態変化優先  (73),0,0,0,0,0,0,0,0,0,0,0,0,0,Icicle Crash (99),Double-Edge (38),Earthquake (89),Ice Hammer (249),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Cloyster - 170,Cloyster (91),75,0,None (0),サポーター  (3),0,0,0,0,0,0,0,0,0,0,0,0,0,Ice Beam (58),Psychic (94),Tri Attack (161),Liquidation (230),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Lapras - 171,Lapras (131),75,0,None (0),天候  (13),0,0,0,0,0,0,0,0,0,0,0,0,0,Ice Beam (58),Hail (258),Liquidation (230),Iron Head (19),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Vaporeon - 172,Vaporeon (134),76,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Hydro Pump (56),Hyper Beam (63),Moonblast (296),Psystrike (218),Never (0x0),TRUE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Nosepass - 173,Nosepass (320),76,0,None (0),天候  (13),0,0,0,0,0,0,0,0,0,0,0,0,0,Earth Power (11),Zap Cannon (192),Flash Cannon (295),Thunderbolt (85),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Togetic - 174,Togetic (176),35,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Tri Attack (161),Ancientpower (246),Roost (117),Steel Wing (211),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Quagsire - 175,Quagsire (195),77,0,None (0),サポーター  (3),0,0,0,0,0,0,0,0,0,0,0,0,0,Calm Mind (129),Water Spout (323),Earthquake (89),Hydro Pump (56),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Jumpluff - 176,Jumpluff (189),77,0,None (0),サポーター  (3),0,0,0,0,0,0,0,0,0,0,0,0,0,Spore (147),Leaf Storm (121),Solarbeam (76),Reflect (115),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Tauros - 177,Tauros (128),77,0,None (0),サポーター  (3),0,0,0,0,0,0,0,0,0,0,0,0,0,Flare Blitz (25),Head Smash (131),Earthquake (89),Megahorn (224),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Ampharos - 178,Ampharos (181),78,0,None (0),サポーター  (3),0,0,0,0,0,0,0,0,0,0,0,0,0,Moonblast (296),Zap Cannon (192),Dragon Pulse (110),Thunder (87),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Pidgeot - 179,Pidgeot (18),78,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Hyper Beam (63),Hurricane (239),Psystrike (218),Aeroblast (177),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Shiftry - 180,Shiftry (300),78,0,None (0),サポーター  (3),0,0,0,0,0,0,0,0,0,0,0,0,0,Foul Play (151),Earthquake (89),Hammer Arm (118),Wood Hammer (150),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Misdreavus - 181,Misdreavus (200),20,0,None (0),サポーター  (3),0,0,0,0,0,0,0,0,0,0,0,0,0,Yawn (281),Mean Look (212),Hidden Power (180),Astonish (310),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Lunatone - 182,Lunatone (348),79,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Moonlight (236),Scald (17),Psyshock (133),Power Gem (285),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Solrock - 183,Solrock (349),79,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Morning Sun (234),Flame Wheel (172),Zen Headbutt (5),Rock Slide (157),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Xatu - 184,Xatu (178),79,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Extrasensory (326),Tri Attack (161),Flash Cannon (295),Aura Sphere (4),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Claydol - 185,Claydol (319),79,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Stone Edge (39),Cosmic Power (322),Psystrike (218),Earthquake (89),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Chimecho - 186,Chimecho (411),79,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Psyshock (133),Aura Sphere (4),Hex (251),Dark Pulse (66),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Seaking - 187,Seaking (119),80,0,None (0),サポーター  (3),0,0,0,0,0,0,0,0,0,0,0,0,0,Knock Off (48),Waterfall (127),Surf (57),Agility (97),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Raticate - 188,Raticate (20),80,0,None (0),サポーター  (3),0,0,0,0,0,0,0,0,0,0,0,0,0,Iron Tail (231),Giga Impact (320),Psychic Fangs (135),High Horsepower (278),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Primeape - 189,Primeape (57),80,0,None (0),テッカ通常バトン  (68),0,0,0,0,0,0,0,0,0,0,0,0,0,Close Combat (119),Giga Impact (320),Meteor Mash (309),Belly Drum (187),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Octillery - 190,Octillery (224),81,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Power Whip (313),Gunk Shot (148),Hammer Arm (118),Earthquake (89),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Arbok - 191,Arbok (24),81,0,None (0),サポーター  (3),0,0,0,0,0,0,0,0,0,0,0,0,0,Fire Fang (213),Psychic Fangs (135),Gunk Shot (148),Ice Fang (282),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Alakazam - 192,Alakazam (65),81,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Power Gem (285),Flash Cannon (295),Recover (105),Thunderbolt (85),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Rhydon - 193,Rhydon (112),82,0,None (0),天候  (13),0,0,0,0,0,0,0,0,0,0,0,0,0,Wild Charge (248),Earthquake (89),Stone Edge (39),Play Rough (70),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Dugtrio - 194,Dugtrio (51),82,0,None (0),注目  (15),0,0,0,0,0,0,0,0,0,0,0,0,0,Earthquake (89),Dragon Hammer (90),Foul Play (151),Stone Edge (39),Never (0x0),TRUE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Nidoqueen - 195,Nidoqueen (31),82,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Meteor Mash (309),Liquidation (230),Blaze Kick (299),Play Rough (70),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Loudred - 196,Loudred (371),25,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Shadow Punch (325),Knock Off (48),U-Turn (287),Hyper Voice (304),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Huntail - 197,Huntail (374),83,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Power Whip (313),Gunk Shot (148),Ice Hammer (249),Earthquake (89),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Sandslash - 198,Sandslash (28),83,0,None (0),サポーター  (3),0,0,0,0,0,0,0,0,0,0,0,0,0,Iron Tail (231),Head Smash (131),Razor Shell (179),Earthquake (89),Never (0x0),TRUE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
