Entry Name,ID String Pointer,Pokemon 6 is shadow id,Pokemon 5 is shadow id,Pokemon 4 is shadow id,Pokemon 3 is shadow id,Pokemon 2 is shadow id,Pokemon 1 is shadow id,Trainer Class ID,Name ID,Model ID,Camera Effect ID,Pre Battle Text Id,Victory Text Id,Loss Text Id,Pokemon 1,Pokemon 2,Pokemon 3,Pokemon 4,Pokemon 5,Pokemon 6,AI Index,Unknown Values 1,Unknown Values 2,Unknown Values 3,Unknown Values 4,Unknown Values 2 1,Unknown Values 2 2,Unknown Values 2 3,Unknown Values 2 4
Mocha  - 49,0x1285588,false,false,false,false,false,false,Cipher Peon (17),Mocha (0x179A),pkx_hexa_2101.fsys (17),0 (0x0),: Check out my seismic moves. (0x5E39),: Hit the road. (0x5E3A),: You really ground me up. (0x5E3B),200 (0xC8),199 (0xC7),201 (0xC9),204 (0xCC),203 (0xCB),0 (0x0),Trainer AI (3),13 (0xD),11 (0xB),0 (0x0),0 (0x0),100 (0x64),80 (0x50),0 (0x0),0 (0x0)
Smarton  - 50,0x12C5588,false,false,false,false,false,false,Cipher Peon (17),Smarton (0x17F1),pkx_agent3_m_0101.fsys (14),0 (0x0),: I'll stall you out of[New Line]all your pp. (0x5E3C),: Guess you got impatient! (0x5E3D),: You broke our defenses!?. (0x5E3E),205 (0xCD),206 (0xCE),207 (0xCF),208 (0xD0),209 (0xD1),0 (0x0),Trainer AI (3),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Zook  - 51,0x1305588,false,false,false,false,false,false,Thug (7),Zook (0x1774),pkx_sailor2_1101.fsys (23),0 (0x0),: YOU AGAIN?! (0x5E3F),: I'm the greatest! (0x5E40),: You're crampin' my style. (0x5E41),215 (0xD7),212 (0xD4),213 (0xD5),214 (0xD6),211 (0xD3),0 (0x0),Trainer AI (3),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Gorigan  - 52,0x1345588,false,false,false,false,false,false,Cipher Admin (6),Gorigan (0x17F2),pkx_gaderi_0101.fsys (29),0 (0x0),": This time, I will crush you and pulverize you! (0x5E42)",: That's for wrecking my[New Line]factory![New Line]Don't you forget it! (0x5E43),: Why?[New Line]Why can't I ever beat you?! (0x5E44),218 (0xDA),221 (0xDD),219 (0xDB),220 (0xDC),222 (0xDE),217 (0xD9),Trainer AI (3),13 (0xD),0 (0x0),0 (0x0),0 (0x0),100 (0x64),0 (0x0),0 (0x0),0 (0x0)
Indigo  - 53,0x1385588,false,false,false,false,false,false,Cipher Peon (17),Indigo (0x179C),pkx_hexa_4101.fsys (19),0 (0x0),": Roar, my dragons! (0x5E45)",: Did my dragons scare you? (0x5E46),: You weren't scared at all. (0x5E47),223 (0xDF),224 (0xE0),225 (0xE1),226 (0xE2),227 (0xE3),0 (0x0),Trainer AI (3),12 (0xC),0 (0x0),0 (0x0),0 (0x0),50 (0x32),0 (0x0),0 (0x0),0 (0x0)
Biden  - 54,0x13C5588,false,false,false,false,false,false,Gangster (25),Biden (0x17F5),pkx_snatchdan_0101.fsys (52),0 (0x0),: Run away while you can. (0x5E48),: I told you to run. (0x5E49),: I should have run away! (0x5E4A),230 (0xE6),234 (0xEA),231 (0xE7),232 (0xE8),233 (0xE9),0 (0x0),Trainer AI (3),29 (0x1D),0 (0x0),0 (0x0),0 (0x0),100 (0x64),0 (0x0),0 (0x0),0 (0x0)
Wakin  - 55,0x1405588,false,false,false,false,false,false,Gangster (25),Wakin (0x17F0),pkx_snatchdan_1101.fsys (53),0 (0x0),: I held back last time.[New Line]You won't win this one. (0x5E4B),: This is how I play for real. (0x5E4C),: I can't catch a break! (0x5E4D),235 (0xEB),236 (0xEC),237 (0xED),240 (0xF0),239 (0xEF),0 (0x0),Trainer AI (3),33 (0x21),0 (0x0),0 (0x0),0 (0x0),100 (0x64),0 (0x0),0 (0x0),0 (0x0)
Gonzap  - 56,0x1445588,false,false,false,false,false,false,Snagem Head (9),Gonzap (0x17FC),pkx_gonza_0101.fsys (30),0 (0x0),: I won't let you keep ruining[New Line]Sangem Gang's reputation like this. (0x5E4E),: Don't cross Snagem Gang again. (0x5E4F),: I'll admit it. You're tough[New Line]kid. Snagem Gang could really[New Line]use someone competent like you. (0x5E50),265 (0x109),266 (0x10A),267 (0x10B),269 (0x10D),268 (0x10C),270 (0x10E),Trainer AI (3),21 (0x15),0 (0x0),0 (0x0),0 (0x0),100 (0x64),0 (0x0),0 (0x0),0 (0x0)
Cobalt  - 57,0x1485588,false,false,false,false,false,false,Cipher Peon (17),Cobalt (0x1799),pkx_hexa_1101.fsys (16),0 (0x0),: I'll sink you. (0x5E51),: You're all washed up. (0x5E52),: You rinsed me. (0x5E53),248 (0xF8),247 (0xF7),249 (0xF9),251 (0xFB),250 (0xFA),0 (0x0),Trainer AI (3),13 (0xD),11 (0xB),38 (0x26),0 (0x0),50 (0x32),50 (0x32),50 (0x32),0 (0x0)
Willie  - 58,0x14C5588,false,false,false,false,false,false,Rider (28),Willie (0x17F3),pkx_willy_0101.fsys (62),0 (0x0),": We meet again, buddy.[New Line]Yeeehah. We're burning up! (0x5E54)",: It's my win this time! (0x5E55),": whew, you smoked my team. (0x5E56)",257 (0x101),7 (0x7),256 (0x100),255 (0xFF),254 (0xFE),0 (0x0),Trainer AI (3),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Mirror B.  - 59,0x1505588,false,false,false,false,false,false,Villain (11),Mirror B. (0x17D7),pkx_mirrabo_0101.fsys (43),0 (0x0),": Hohoho. It's you again.[New Line]Ready for my sweet, sweet moves[New Line]darling? Try and keep up! (0x5E57)",: I'm in the groove. (0x5E58),: The tempo was too fast! (0x5E59),263 (0x107),259 (0x103),260 (0x104),262 (0x106),261 (0x105),0 (0x0),Trainer AI (3),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Ardos  - 60,0x1545588,false,false,false,false,false,false,Cipher Admin (6),Ardos (0x1775),pkx_ardos_0101.fsys (24),0 (0x0),: I'll flood the whole arena[New Line]to defeat you this time. (0x5E5A),: I'm unstoppable in the rain. (0x5E5B),: You made my deluge look[New Line]like a puddle. You're strong.[New Line]I concede to you. (0x5E5C),292 (0x124),290 (0x122),291 (0x123),294 (0x126),293 (0x125),289 (0x121),Trainer AI (3),37 (0x25),0 (0x0),0 (0x0),0 (0x0),40 (0x28),0 (0x0),0 (0x0),0 (0x0)
Scarlet  - 61,0x1585588,false,false,false,false,false,false,Cipher Peon (17),Scarlet (0x1798),pkx_hexa_0101.fsys (15),0 (0x0),: Time to get hot and sweaty. (0x5E5D),: Can't stand the heat? (0x5E5E),: I got burned. (0x5E5F),271 (0x10F),273 (0x111),274 (0x112),272 (0x110),275 (0x113),0 (0x0),Trainer AI (3),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Nate  - 62,0x15C5588,false,false,false,false,false,false,Cipher Peon (17),Nate (0x1823),pkx_agent1_m_0101.fsys (12),0 (0x0),: You won't get past me again. (0x5E60),: I finally stopped you. (0x5E61),: It's like I'm not even here! (0x5E62),282 (0x11A),280 (0x118),277 (0x115),278 (0x116),281 (0x119),0 (0x0),Trainer AI (3),1 (0x1),2 (0x2),0 (0x0),0 (0x0),80 (0x50),80 (0x50),0 (0x0),0 (0x0)
Eagun  - 63,0x1605588,false,false,false,false,false,false,Myth Trainer (12),Eagun (0x1793),pkx_logan_0101.fsys (41),0 (0x0),: I may be old but I have[New Line]a lot of experience.[New Line]Don't hold back! (0x5E63),: I told you not to go[New Line]easy on me. (0x5E64),: You went all out.[New Line]We didn't stand a chance! (0x5E65),283 (0x11B),284 (0x11C),285 (0x11D),286 (0x11E),287 (0x11F),465 (0x1D1),Trainer AI (3),4 (0x4),3 (0x3),0 (0x0),0 (0x0),80 (0x50),80 (0x50),0 (0x0),0 (0x0)
Eldes  - 64,0x1645588,false,false,false,false,false,false,Cipher Admin (6),Eldes (0x179E),pkx_eldes_0101.fsys (28),0 (0x0),: I've been to Mt.Battle to hone[New Line]my skills since our last encounter.[New Line]I won't lose! (0x5E66),: Your team lacks discipline. (0x5E67),: I still need more training. (0x5E68),313 (0x139),314 (0x13A),315 (0x13B),316 (0x13C),317 (0x13D),318 (0x13E),Trainer AI (3),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Chobin  - 65,0x1685588,false,false,false,false,false,false,Robo Groudon (10),Chobin (0x1789),pkx_mcgroudon_1101.fsys (42),0 (0x0),: Chobin fine tuned the machines.[New Line]They're oiled up and charged to 100%. (0x5E69),: I collected some useful data. (0x5E6A),: There was still some input lag.[New Line]I must return to the lab! (0x5E6B),246 (0xF6),242 (0xF2),243 (0xF3),244 (0xF4),241 (0xF1),245 (0xF5),Trainer AI (3),30 (0x1E),11 (0xB),0 (0x0),0 (0x0),80 (0x50),50 (0x32),0 (0x0),0 (0x0)
Vander  - 66,0x16C5588,false,false,false,false,false,false,Area Leader (19),Vander (0x17A3),pkx_gyma_m_1101.fsys (33),0 (0x0),: I have to hold back on Mt.Battle.[New Line]I come here to go all out! (0x5E6C),: Come to Mt.Battle some time.[New Line]You need more training. (0x5E6D),: Maybe I should train on[New Line]Mt.Battle myself! (0x5E6E),302 (0x12E),306 (0x132),301 (0x12D),304 (0x130),305 (0x131),303 (0x12F),Trainer AI (3),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Greevil  - 67,0x1705588,false,false,false,false,false,false,Ex-Boss (43),Greevil (0x180D),pkx_bigboss_0101.fsys (26),0 (0x0),: You took everything from me![New Line]Years of hard work down the drain![New Line]I'll make you pay for your[New Line]insolence. (0x5E6F),: Crushing your team is so[New Line]satisfying. (0x5E70),: Aarrghh! (0x5E71),309 (0x135),308 (0x134),307 (0x133),312 (0x138),310 (0x136),311 (0x137),Trainer AI (3),13 (0xD),0 (0x0),0 (0x0),0 (0x0),100 (0x64),0 (0x0),0 (0x0),0 (0x0)
Stars  - 68,0x1745588,false,false,false,false,false,false,Hacker (37),Stars (0x1A28),pkx_gba_emr_m_0101.fsys (5),0 (0x0),: Welcome to Orre Colosseum's[New Line]final challenge.[New Line]Let me show you what a hacker[New Line]can do! (0x5E72),: I made the game.[New Line]What did you really expect? (0x5E73),: Thanks for playing XG![New Line]Don't forget to check out Mt.Battle.[New Line]There's a surprise at the top. (0x5E74),295 (0x127),296 (0x128),297 (0x129),298 (0x12A),299 (0x12B),300 (0x12C),Trainer AI (3),13 (0xD),0 (0x0),0 (0x0),0 (0x0),40 (0x28),0 (0x0),0 (0x0),0 (0x0)
Verdun  - 69,0x1085588,false,false,false,false,false,false,Cipher Peon (17),Verdun (0x179D),pkx_hexa_5101.fsys (20),0 (0x0),: Cipher Green here! (0x5E21),: You got weeded out! (0x5E22),: I got rooted. (0x5E23),4 (0x4),8 (0x8),9 (0x9),10 (0xA),12 (0xC),13 (0xD),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Healthy Rogue Cail  - 70,0x10C5588,false,false,false,false,false,false,Rogue (15),Healthy Rogue Cail (0x17BA),pkx_thief_m_1101.fsys (58),0 (0x0),: I'll show you why they call[New Line]me the gatekeeper of Pyrite. (0x5E24),": Don't come back, punk! (0x5E25)",: Locked out... (0x5E26),14 (0xE),15 (0xF),18 (0x12),22 (0x16),24 (0x18),26 (0x1A),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Naps  - 71,0x1105588,false,false,false,false,false,false,Spy (16),Naps (0x1785),pkx_agent3_m_0101.fsys (14),0 (0x0),: Lovrina'll chew me out if[New Line]I lose again. (0x5E27),: I did it! (0x5E28),: I'm in so much trouble. (0x5E29),27 (0x1B),32 (0x20),39 (0x27),49 (0x31),71 (0x47),78 (0x4E),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Lovrina  - 72,0x1145588,false,false,false,false,false,false,Cipher Admin (6),Lovrina (0x17B3),pkx_mage_0101.fsys (21),0 (0x0),: Did Naps lose again?[New Line]I'll have to #PunishHim later but[New Line]now it's #MyTurn! (0x5E2A),: #GetRekt! (0x5E2B),: #NoFair! (0x5E2C),82 (0x52),119 (0x77),124 (0x7C),133 (0x85),150 (0x96),253 (0xFD),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Citrine  - 73,0x1185588,false,false,false,false,false,false,Cipher Peon (17),Citrine (0x179B),pkx_hexa_3101.fsys (18),0 (0x0),: Do you know what they call[New Line]me?[New Line]They call me the storm bringer! (0x5E2D),: I stormed to victory! (0x5E2E),: Darn![New Line]My feelings are stormy after this loss! (0x5E2F),319 (0x13F),320 (0x140),321 (0x141),322 (0x142),323 (0x143),324 (0x144),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Justy  - 74,0x11C5588,false,false,false,false,false,false,Pregymleader (13),Justy (0x17DE),pkx_seigi_0101.fsys (51),0 (0x0),: Let me show you what a[New Line]Gym Leader can do! (0x5E30),: You need more training. (0x5E31),: I need more training. (0x5E32),325 (0x145),326 (0x146),327 (0x147),328 (0x148),329 (0x149),330 (0x14A),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Exol  - 75,0x1205588,false,false,false,false,false,false,Commander (40),Exol (0x17D5),pkx_agent2_m_0101.fsys (13),0 (0x0),: I'll crush you this time! (0x5E33),: My muscles show my strength! (0x5E34),: I-I Lost?. (0x5E35),331 (0x14B),332 (0x14C),333 (0x14D),334 (0x14E),335 (0x14F),336 (0x150),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Snattle  - 76,0x1245588,false,false,false,false,false,false,Cipher Admin (6),Snattle (0x17EF),pkx_wazzle_0101.fsys (61),0 (0x0),: I've got some secret techs[New Line]to catch you off guard! (0x5E36),: You're too predictable. (0x5E37),: You saw through my tactics. (0x5E38),337 (0x151),338 (0x152),339 (0x153),340 (0x154),341 (0x155),342 (0x156),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Mocha  - 77,0x1285588,false,false,false,false,false,false,Cipher Peon (17),Mocha (0x179A),pkx_hexa_2101.fsys (17),0 (0x0),: Check out my seismic moves. (0x5E39),: Hit the road. (0x5E3A),: You really ground me up. (0x5E3B),343 (0x157),344 (0x158),345 (0x159),346 (0x15A),347 (0x15B),348 (0x15C),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Smarton  - 78,0x12C5588,false,false,false,false,false,false,Cipher Peon (17),Smarton (0x17F1),pkx_agent3_m_0101.fsys (14),0 (0x0),: I'll stall you out of[New Line]all your pp. (0x5E3C),: Guess you got impatient! (0x5E3D),: You broke our defenses!?. (0x5E3E),349 (0x15D),350 (0x15E),351 (0x15F),352 (0x160),353 (0x161),354 (0x162),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Zook  - 79,0x1305588,false,false,false,false,false,false,Thug (7),Zook (0x1774),pkx_sailor2_1101.fsys (23),0 (0x0),: YOU AGAIN?! (0x5E3F),: I'm the greatest! (0x5E40),: You're crampin' my style. (0x5E41),355 (0x163),356 (0x164),357 (0x165),358 (0x166),359 (0x167),360 (0x168),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Gorigan  - 80,0x1345588,false,false,false,false,false,false,Cipher Admin (6),Gorigan (0x17F2),pkx_gaderi_0101.fsys (29),0 (0x0),": This time, I will crush you and pulverize you! (0x5E42)",: That's for wrecking my[New Line]factory![New Line]Don't you forget it! (0x5E43),: Why?[New Line]Why can't I ever beat you?! (0x5E44),361 (0x169),362 (0x16A),363 (0x16B),364 (0x16C),365 (0x16D),366 (0x16E),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Indigo  - 81,0x1385588,false,false,false,false,false,false,Cipher Peon (17),Indigo (0x179C),pkx_hexa_4101.fsys (19),0 (0x0),": Roar, my dragons! (0x5E45)",: Did my dragons scare you? (0x5E46),: You weren't scared at all. (0x5E47),367 (0x16F),368 (0x170),369 (0x171),370 (0x172),371 (0x173),372 (0x174),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Biden  - 82,0x13C5588,false,false,false,false,false,false,Gangster (25),Biden (0x17F5),pkx_snatchdan_0101.fsys (52),0 (0x0),: Run away while you can. (0x5E48),: I told you to run. (0x5E49),: I should have run away! (0x5E4A),373 (0x175),374 (0x176),375 (0x177),376 (0x178),377 (0x179),378 (0x17A),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Wakin  - 83,0x1405588,false,false,false,false,false,false,Gangster (25),Wakin (0x17F0),pkx_snatchdan_1101.fsys (53),0 (0x0),: I held back last time.[New Line]You won't win this one. (0x5E4B),: This is how I play for real. (0x5E4C),: I can't catch a break! (0x5E4D),379 (0x17B),380 (0x17C),381 (0x17D),382 (0x17E),383 (0x17F),384 (0x180),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Gonzap  - 84,0x1445588,false,false,false,false,false,false,Snagem Head (9),Gonzap (0x17FC),pkx_gonza_0101.fsys (30),0 (0x0),: I won't let you keep ruining[New Line]Sangem Gang's reputation like this. (0x5E4E),: Don't cross Snagem Gang again. (0x5E4F),: I'll admit it. You're tough[New Line]kid. Snagem Gang could really[New Line]use someone competent like you. (0x5E50),385 (0x181),386 (0x182),387 (0x183),388 (0x184),389 (0x185),390 (0x186),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Cobalt  - 85,0x1485588,false,false,false,false,false,false,Cipher Peon (17),Cobalt (0x1799),pkx_hexa_1101.fsys (16),0 (0x0),: I'll sink you. (0x5E51),: You're all washed up. (0x5E52),: You rinsed me. (0x5E53),391 (0x187),392 (0x188),393 (0x189),394 (0x18A),395 (0x18B),396 (0x18C),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Willie  - 86,0x14C5588,false,false,false,false,false,false,Rider (28),Willie (0x17F3),pkx_willy_0101.fsys (62),0 (0x0),": We meet again, buddy.[New Line]Yeeehah. We're burning up! (0x5E54)",: It's my win this time! (0x5E55),": whew, you smoked my team. (0x5E56)",397 (0x18D),398 (0x18E),399 (0x18F),400 (0x190),401 (0x191),402 (0x192),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Mirror B.  - 87,0x1505588,false,false,false,false,false,false,Villain (11),Mirror B. (0x17D7),pkx_mirrabo_0101.fsys (43),0 (0x0),": Hohoho. It's you again.[New Line]Ready for my sweet, sweet moves[New Line]darling? Try and keep up! (0x5E57)",: I'm in the groove. (0x5E58),: The tempo was too fast! (0x5E59),403 (0x193),404 (0x194),405 (0x195),406 (0x196),407 (0x197),408 (0x198),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Ardos  - 88,0x1545588,false,false,false,false,false,false,Cipher Admin (6),Ardos (0x1775),pkx_ardos_0101.fsys (24),0 (0x0),: I'll flood the whole arena[New Line]to defeat you this time. (0x5E5A),: I'm unstoppable in the rain. (0x5E5B),: You made my deluge look[New Line]like a puddle. You're strong.[New Line]I concede to you. (0x5E5C),409 (0x199),410 (0x19A),411 (0x19B),412 (0x19C),413 (0x19D),414 (0x19E),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Scarlet  - 89,0x1585588,false,false,false,false,false,false,Cipher Peon (17),Scarlet (0x1798),pkx_hexa_0101.fsys (15),0 (0x0),: Time to get hot and sweaty. (0x5E5D),: Can't stand the heat? (0x5E5E),: I got burned. (0x5E5F),415 (0x19F),416 (0x1A0),417 (0x1A1),418 (0x1A2),419 (0x1A3),420 (0x1A4),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Vander  - 90,0x16C5588,false,false,false,false,false,false,Area Leader (19),Vander (0x17A3),pkx_gyma_m_1101.fsys (33),0 (0x0),: I have to hold back on Mt.Battle.[New Line]I come here to go all out! (0x5E6C),: Come to Mt.Battle some time.[New Line]You need more training. (0x5E6D),: Maybe I should train on[New Line]Mt.Battle myself! (0x5E6E),445 (0x1BD),446 (0x1BE),447 (0x1BF),448 (0x1C0),449 (0x1C1),450 (0x1C2),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Eagun  - 91,0x1605588,false,false,false,false,false,false,Myth Trainer (12),Eagun (0x1793),pkx_logan_0101.fsys (41),0 (0x0),: I may be old but I have[New Line]a lot of experience.[New Line]Don't hold back! (0x5E63),: I told you not to go[New Line]easy on me. (0x5E64),: You went all out.[New Line]We didn't stand a chance! (0x5E65),427 (0x1AB),428 (0x1AC),429 (0x1AD),430 (0x1AE),431 (0x1AF),432 (0x1B0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Eldes  - 92,0x1645588,false,false,false,false,false,false,Cipher Admin (6),Eldes (0x179E),pkx_eldes_0101.fsys (28),0 (0x0),: I've been to Mt.Battle to hone[New Line]my skills since our last encounter.[New Line]I won't lose! (0x5E66),: Your team lacks discipline. (0x5E67),: I still need more training. (0x5E68),433 (0x1B1),434 (0x1B2),435 (0x1B3),436 (0x1B4),437 (0x1B5),438 (0x1B6),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Chobin  - 93,0x1685588,false,false,false,false,false,false,Robo Groudon (10),Chobin (0x1789),pkx_mcgroudon_1101.fsys (42),0 (0x0),: Chobin fine tuned the machines.[New Line]They're oiled up and charged to 100%. (0x5E69),: I collected some useful data. (0x5E6A),: There was still some input lag.[New Line]I must return to the lab! (0x5E6B),439 (0x1B7),440 (0x1B8),441 (0x1B9),442 (0x1BA),443 (0x1BB),444 (0x1BC),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Greevil  - 94,0x1705588,false,false,false,false,false,false,Ex-Boss (43),Greevil (0x180D),pkx_bigboss_0101.fsys (26),0 (0x0),: You took everything from me![New Line]Years of hard work down the drain![New Line]I'll make you pay for your[New Line]insolence. (0x5E6F),: Crushing your team is so[New Line]satisfying. (0x5E70),: Aarrghh! (0x5E71),451 (0x1C3),452 (0x1C4),453 (0x1C5),454 (0x1C6),455 (0x1C7),456 (0x1C8),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
Stars  - 95,0x1745588,false,false,false,false,false,false,Hacker (37),Stars (0x1A28),pkx_gba_emr_m_0101.fsys (5),0 (0x0),": Welcome to Orre Colosseum.[New Line]Before you continue,[New Line]I will test your skills.[New Line]Let me show you what a hacker[New Line]can do! (0x5E72)",: Placeholder (0x5E73),: Placeholder (0x5E74),457 (0x1C9),458 (0x1CA),459 (0x1CB),460 (0x1CC),461 (0x1CD),462 (0x1CE),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
SuperPep  - 96,0x15C5588,false,false,false,false,false,false,Cipher Peon (17),SuperPep (0x1A28),pkx_gba_fl_m_0101.fsys (7),0 (0x0),": Compose yourself.[New Line]You must hold your stance,[New Line]Extend your consciousness.[New Line]Do not let your guard down. (0x5E60)",: Hmph...[New Line]Too easy. (0x5E61),: Damn.[New Line] I guess you win this time.[New Line]Come see me at the top of Mt. Battle! (0x5E62),421 (0x1A5),422 (0x1A6),423 (0x1A7),424 (0x1A8),425 (0x1A9),426 (0x1AA),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
